Symbol,Year,Revenue,NetIncome,Equity,Shares
20MICRONS,2025,9116589000.0,623763000.0,4293638000.0,35286502.0
20MICRONS,2024,7759804000.0,560698000.0,3529537000.0,35286502.0
20MICRONS,2023,7007562000.0,418191000.0,2935786000.0,35286502.0
20MICRONS,2022,6114427000.0,345854000.0,2514940000.0,35286502.0
21STCENMGM,2025,163247000.0,123377000.0,510134000.0,10500000.0
21STCENMGM,2024,349546000.0,321731000.0,532669000.0,10500000.0
21STCENMGM,2023,-135208000.0,-180636000.0,206995000.0,10500000.0
21STCENMGM,2022,99744000.0,146578000.0,304812000.0,10500000.0
360ONE,2025,26353100000.0,10153000000.0,70647100000.0,406138438.0
360ONE,2024,20061200000.0,8042100000.0,34497300000.0,406138438.0
360ONE,2023,16471500000.0,6579300000.0,31219500000.0,406138438.0
360ONE,2022,14946400000.0,5777400000.0,30235300000.0,406138438.0
3IINFOLTD,2025,7257600000.0,253500000.0,3068800000.0,207403767.0
3IINFOLTD,2024,8138800000.0,-3135800000.0,2934400000.0,207403767.0
3IINFOLTD,2023,7291100000.0,13700000.0,6428200000.0,207403767.0
3IINFOLTD,2022,6770100000.0,-574900000.0,7036300000.0,207403767.0
3MINDIA,2025,44428602000.0,4760674000.0,18464969000.0,11265070.0
3MINDIA,2024,41868741000.0,5834168000.0,21469034000.0,11265070.0
3MINDIA,2023,39572834000.0,4510192000.0,16774704000.0,11265070.0
3MINDIA,2022,33339389000.0,2719711000.0,21835728000.0,11265070.0
3PLAND,2025,36586000.0,20902000.0,1397045000.0,
3PLAND,2024,28792000.0,18079000.0,987150000.0,
3PLAND,2023,18458000.0,15352000.0,660642000.0,
3PLAND,2022,17394000.0,11547000.0,667397000.0,
5PAISA,2025,2291570000.0,682340000.0,6036420000.0,31251838.0
5PAISA,2024,2593660000.0,544410000.0,5398860000.0,31251838.0
5PAISA,2023,2359730000.0,435670000.0,4632610000.0,31251838.0
5PAISA,2022,2159730000.0,137360000.0,3739750000.0,31251838.0
63MOONS,2025,468204000.0,-409279000.0,34143357000.0,46078537.0
63MOONS,2024,3688358000.0,2153786000.0,33473666000.0,46078537.0
63MOONS,2023,2896778000.0,-163088000.0,31150088000.0,46078537.0
63MOONS,2022,1597650000.0,-531734000.0,30964228000.0,46078537.0
A2ZINFRA,2025,3362675000.0,89731000.0,451660000.0,176119858.0
A2ZINFRA,2024,3884880000.0,-56918000.0,321795000.0,176119858.0
A2ZINFRA,2023,3494416000.0,-1229203000.0,380501000.0,176119858.0
A2ZINFRA,2022,3533250000.0,-1799100000.0,1591408000.0,176119858.0
AAATECH,2025,254555000.0,35103000.0,308251000.0,12826800.0
AAATECH,2024,237946000.0,32120000.0,279561000.0,12826800.0
AAATECH,2023,230004000.0,28684000.0,253854000.0,12826800.0
AAATECH,2022,144016000.0,23384000.0,229446000.0,12826800.0
AADHARHFC,2025,28351700000.0,9118300000.0,63722900000.0,435703710.0
AADHARHFC,2024,23542300000.0,7496400000.0,44497500000.0,435703710.0
AADHARHFC,2023,18810100000.0,5447600000.0,36976600000.0,435703710.0
AADHARHFC,2022,16118500000.0,4448500000.0,31466900000.0,435703710.0
AAKASH,2025,981889390.0,18408290.0,603615230.0,101250000.0
AAKASH,2024,922326130.0,62056860.0,585246990.0,101250000.0
AAKASH,2023,925769270.0,45359070.0,523015050.0,101250000.0
AAKASH,2022,768766480.0,61214600.0,477433920.0,101250000.0
AAREYDRUGS,2025,4722350000.0,40239000.0,1384805000.0,28354303.0
AAREYDRUGS,2024,3951029000.0,46837000.0,1327556000.0,28354303.0
AAREYDRUGS,2023,4128498000.0,37711000.0,1174084000.0,28354303.0
AAREYDRUGS,2022,4916097000.0,65548000.0,1136373000.0,28354303.0
AARON,2025,778664000.0,82432000.0,430297000.0,20946478.0
AARON,2024,631809000.0,63309000.0,358427000.0,20946478.0
AARON,2023,558054000.0,54044000.0,204790000.0,20946478.0
AARON,2022,377292000.0,37092000.0,158892000.0,20946478.0
AARTECH,2025,363522000.0,27642000.0,314556000.0,31770375.0
AARTECH,2024,327441000.0,13153000.0,295348000.0,31770375.0
AARTECH,2023,216880000.0,14217000.0,288729000.0,31770375.0
AARTECH,2022,163364000.0,27975000.0,280248000.0,31770375.0
AARTIDRUGS,2025,23689276000.0,1681585000.0,13689985000.0,91270000.0
AARTIDRUGS,2024,25088708000.0,1714182000.0,12815485000.0,91270000.0
AARTIDRUGS,2023,27055678000.0,1663088000.0,11924347000.0,91270000.0
AARTIDRUGS,2022,24886458000.0,2050386000.0,10363611000.0,91270000.0
AARTIIND,2025,71313200000.0,3308700000.0,56051200000.0,362594369.0
AARTIIND,2024,61916900000.0,4164600000.0,52897700000.0,362594369.0
AARTIIND,2023,64921600000.0,5452300000.0,49200800000.0,362594369.0
AARTIIND,2022,51911900000.0,11856700000.0,45166900000.0,362594369.0
AARTIPHARM,2025,20860021000.0,2724048000.0,19899064000.0,90657751.0
AARTIPHARM,2024,18155052000.0,2169021000.0,17570392000.0,90657751.0
AARTIPHARM,2023,19360045000.0,1934934000.0,15584866000.0,90657751.0
AARTIPHARM,2022,11920336000.0,1222511000.0,13864778000.0,90657751.0
AARTISURF,2025,6485132000.0,145447000.0,2326248000.0,8464995.0
AARTISURF,2024,5856154000.0,213270000.0,2181097000.0,8464995.0
AARTISURF,2023,5972476000.0,127045000.0,1680276000.0,8464995.0
AARTISURF,2022,5703729000.0,54948000.0,1359177000.0,8464995.0
AARVI,2025,5040768000.0,100445000.0,1253234000.0,14810700.0
AARVI,2024,3997643000.0,113436000.0,1167008000.0,14810700.0
AARVI,2023,4299906000.0,145115000.0,1080596000.0,14810700.0
AARVI,2022,2834715000.0,120674000.0,946891000.0,14810700.0
AAVAS,2025,19875221000.0,5741082000.0,43608323000.0,79282743.0
AAVAS,2024,16799835000.0,4906942000.0,37733152000.0,79282743.0
AAVAS,2023,13555177000.0,4296438000.0,32696600000.0,79282743.0
AAVAS,2022,11107567000.0,3551806000.0,28064303000.0,79282743.0
ABB,2025,130653200000.0,16694000000.0,78359900000.0,211908375.0
ABB,2024,120876700000.0,18746100000.0,70754000000.0,211908375.0
ABB,2023,103666800000.0,12481800000.0,59446000000.0,211908375.0
ABB,2022,84984100000.0,10256100000.0,49394100000.0,211908375.0
ABB,2021,,,,211908375.0
ABBOTINDIA,2025,64069700000.0,14144400000.0,42331500000.0,21249302.0
ABBOTINDIA,2024,58471900000.0,12012200000.0,36988900000.0,21249302.0
ABBOTINDIA,2023,53467300000.0,9494100000.0,31885400000.0,21249302.0
ABBOTINDIA,2022,49103000000.0,7987000000.0,28197900000.0,21249302.0
ABCAPITAL,2025,431489900000.0,33043200000.0,303887200000.0,2620420453.0
ABCAPITAL,2024,406273700000.0,32843700000.0,268172600000.0,2620420453.0
ABCAPITAL,2023,285782800000.0,47957700000.0,203107500000.0,2620420453.0
ABCAPITAL,2022,256184300000.0,17059700000.0,154921100000.0,2620420453.0
ABCOTS,2025,2961467000.0,102125000.0,1107564000.0,21963620.0
ABCOTS,2024,2520353000.0,66984000.0,684638000.0,21963620.0
ABCOTS,2023,1681125000.0,19330000.0,425784000.0,21963620.0
ABCOTS,2022,1398636000.0,68332000.0,388244000.0,21963620.0
ABDL,2025,33438748000.0,1948640000.0,15428555000.0,279710151.0
ABDL,2024,31776414000.0,18289000.0,4069282000.0,279710151.0
ABDL,2023,29957895000.0,16001000.0,4061031000.0,279710151.0
ABDL,2022,25589090000.0,14760000.0,4040980000.0,279710151.0
ABFRL,2025,73089100000.0,-5441700000.0,68121700000.0,1216387646.0
ABFRL,2024,63853200000.0,-7991300000.0,40223800000.0,1216387646.0
ABFRL,2023,123628700000.0,-360000000.0,33432900000.0,1216387646.0
ABFRL,2022,80930600000.0,-1087200000.0,27733200000.0,1216387646.0
ABINFRA,2025,2081688000.0,161214000.0,1103782000.0,638789360.0
ABINFRA,2024,1838101000.0,114175000.0,815463000.0,638789360.0
ABINFRA,2023,1230885000.0,75377000.0,353209000.0,638789360.0
ABINFRA,2022,643157000.0,8644000.0,277877000.0,638789360.0
ABMINTLLTD,2025,801932000.0,-13644000.0,135279000.0,9408000.0
ABMINTLLTD,2024,936437000.0,-34155000.0,148539000.0,9408000.0
ABMINTLLTD,2023,853700000.0,-66990000.0,181943000.0,9408000.0
ABMINTLLTD,2022,1269854000.0,13718000.0,245107000.0,9408000.0
ABREL,2025,12033700000.0,-1525800000.0,38402600000.0,110559153.0
ABREL,2024,10903200000.0,1184000000.0,39791400000.0,110559153.0
ABREL,2023,37919500000.0,3299200000.0,38868400000.0,110559153.0
ABREL,2022,40700800000.0,1589900000.0,37188300000.0,110559153.0
ABSLAMC,2025,16847800000.0,9306000000.0,37268700000.0,288806197.0
ABSLAMC,2024,13531900000.0,7803600000.0,31688800000.0,288806197.0
ABSLAMC,2023,12266100000.0,5963800000.0,25169900000.0,288806197.0
ABSLAMC,2022,12929616000.0,6727718000.0,21964557000.0,288806197.0
ACC,2025,206721500000.0,24021200000.0,185548400000.0,187787263.0
ACC,2024,195735800000.0,23349200000.0,163282200000.0,187787263.0
ACC,2022,174192700000.0,6494400000.0,138860400000.0,187787263.0
ACC,2021,158144000000.0,18629900000.0,143088300000.0,187787263.0
ACCELYA,2025,5284914000.0,1290159000.0,2776759000.0,14926261.0
ACCELYA,2024,5107945000.0,938480000.0,2828585000.0,14926261.0
ACCELYA,2023,4693627000.0,1267236000.0,2700358000.0,14926261.0
ACCELYA,2022,3683981000.0,761877000.0,2626898000.0,14926261.0
ACCELYA,2021,,,,14926261.0
ACCURACY,2025,9460630000.0,46520000.0,1207890000.0,150560000.0
ACCURACY,2024,7083270000.0,4970000.0,1161370000.0,150560000.0
ACCURACY,2023,8773400000.0,82190000.0,1156400000.0,150560000.0
ACCURACY,2022,8244510000.0,181000000.0,1081780000.0,150560000.0
ACE,2025,33245835000.0,4092186000.0,16147255000.0,119016480.0
ACE,2024,29096801000.0,3281611000.0,12298410000.0,119016480.0
ACE,2023,21574097000.0,1715994000.0,9185589000.0,119016480.0
ACE,2022,16295800000.0,1050200000.0,7541164000.0,119016480.0
ACEINTEG,2025,85500000.0,-15600000.0,175400000.0,10200000.0
ACEINTEG,2024,91400000.0,4100000.0,190300000.0,10200000.0
ACEINTEG,2023,69100000.0,4700000.0,184500000.0,10200000.0
ACEINTEG,2022,87400000.0,9900000.0,179600000.0,10200000.0
ACI,2025,10394407000.0,1621487000.0,18640132000.0,123458394.0
ACI,2024,13039527000.0,3189775000.0,17015505000.0,123458394.0
ACI,2023,14395738000.0,3825592000.0,14310198000.0,123458394.0
ACI,2022,11295843000.0,1882092000.0,2622856000.0,123458394.0
ACL,2025,2728700000.0,-1521100000.0,1445500000.0,92172140.0
ACL,2024,2655800000.0,-656100000.0,2968100000.0,92172140.0
ACL,2023,0.0,9496200000.0,3552400000.0,92172140.0
ACL,2022,0.0,-2362998000.0,-9166028000.0,92172140.0
ACMESOLAR,2025,14051310000.0,2521080000.0,45105800000.0,605296727.0
ACMESOLAR,2024,13188540000.0,6977980000.0,25908690000.0,605296727.0
ACMESOLAR,2023,12943970000.0,-31410000.0,19005630000.0,605296727.0
ACMESOLAR,2022,14874070000.0,620340000.0,19087630000.0,605296727.0
ACUTAAS,2025,9999668000.0,1587136000.0,13096287000.0,81871122.0
ACUTAAS,2024,7130117000.0,427730000.0,6739974000.0,81871122.0
ACUTAAS,2023,6130573000.0,832897000.0,5939592000.0,81871122.0
ACUTAAS,2022,5201350000.0,719461000.0,5222739000.0,81871122.0
ADANIENSOL,2025,235461500000.0,10341400000.0,220682000000.0,1201282642.0
ADANIENSOL,2024,163550100000.0,11411000000.0,126415500000.0,1201282642.0
ADANIENSOL,2023,130650700000.0,12521200000.0,117491700000.0,1201282642.0
ADANIENSOL,2022,109602100000.0,12332900000.0,99128200000.0,1201282642.0
ADANIENT,2025,977110800000.0,71119600000.0,503139700000.0,1154180729.0
ADANIENT,2024,963161500000.0,32395500000.0,390760900000.0,1154180729.0
ADANIENT,2023,1273896500000.0,24550200000.0,330510100000.0,1154180729.0
ADANIENT,2022,693043600000.0,7765600000.0,222565100000.0,1154180729.0
ADANIGREEN,2025,112120000000.0,14440000000.0,121370000000.0,1647176155.0
ADANIGREEN,2024,92200000000.0,11000000000.0,106420000000.0,1647176155.0
ADANIGREEN,2023,77750000000.0,9740000000.0,73040000000.0,1647176155.0
ADANIGREEN,2022,51330000000.0,4890000000.0,26140000000.0,1647176155.0
ADANIPORTS,2025,304753300000.0,110923100000.0,624353900000.0,2303959098.0
ADANIPORTS,2024,267105600000.0,85658000000.0,529447700000.0,2303959098.0
ADANIPORTS,2023,208519100000.0,53088500000.0,455559200000.0,2303959098.0
ADANIPORTS,2022,169790800000.0,48860300000.0,419882200000.0,2303959098.0
ADANIPOWER,2025,561318200000.0,129387700000.0,563470900000.0,19284694705.0
ADANIPOWER,2024,500510700000.0,208287900000.0,431450300000.0,19284694705.0
ADANIPOWER,2023,380230300000.0,107266400000.0,298756600000.0,19284694705.0
ADANIPOWER,2022,276549000000.0,49115800000.0,187034400000.0,19284694705.0
ADFFOODS,2025,5580117000.0,692557000.0,4926606000.0,109863595.0
ADFFOODS,2024,5005802000.0,752860000.0,4411419000.0,109863595.0
ADFFOODS,2023,4443016000.0,560989000.0,4192462000.0,109863595.0
ADFFOODS,2022,4057961000.0,480981000.0,3429702000.0,109863595.0
ADL,2025,524045000.0,565000.0,507684000.0,5566250.0
ADL,2024,471066000.0,286000.0,507518000.0,5566250.0
ADL,2023,504415000.0,7301000.0,506570000.0,5566250.0
ADL,2022,419570000.0,2458000.0,498976000.0,5566250.0
ADOR,2025,11178700000.0,600500000.0,5070900000.0,17402815.0
ADOR,2024,10678500000.0,864600000.0,4730100000.0,17402815.0
ADOR,2023,7711500000.0,592900000.0,3235300000.0,17402815.0
ADOR,2022,6570000000.0,450200000.0,2819200000.0,17402815.0
ADROITINFO,2025,317122000.0,6883000.0,746764000.0,54177208.0
ADROITINFO,2024,248560000.0,29956000.0,353459000.0,54177208.0
ADROITINFO,2023,224473000.0,37833000.0,198502000.0,54177208.0
ADROITINFO,2022,63710000.0,6187000.0,69253000.0,54177208.0
ADSL,2025,8070700000.0,321100000.0,6017600000.0,56514128.0
ADSL,2024,6867400000.0,414300000.0,5786100000.0,56514128.0
ADSL,2023,6600700000.0,537700000.0,5359500000.0,56514128.0
ADSL,2022,4846700000.0,610300000.0,5313800000.0,56514128.0
ADVAIT,2025,3990658000.0,309522000.0,2023831000.0,10943011.0
ADVAIT,2024,2071928000.0,218781000.0,734370000.0,10943011.0
ADVAIT,2023,1021598000.0,84396000.0,458435000.0,10943011.0
ADVAIT,2022,786582000.0,53192000.0,367951000.0,10943011.0
ADVANCE,2025,5019190000.0,256380000.0,1008730000.0,64285720.0
ADVANCE,2024,4553370000.0,247320000.0,752640000.0,64285720.0
ADVANCE,2023,3970620000.0,148680000.0,506000000.0,64285720.0
ADVANCE,2022,2507460000.0,89890000.0,357020000.0,64285720.0
ADVANIHOTR,2025,980912000.0,264355000.0,814202000.0,92438500.0
ADVANIHOTR,2024,968412000.0,249575000.0,718873000.0,92438500.0
ADVANIHOTR,2023,917230000.0,286048000.0,627264000.0,92438500.0
ADVANIHOTR,2022,486745000.0,65081000.0,498529000.0,92438500.0
ADVENTHTL,2025,0.0,-98000.0,-651000.0,53942887.0
ADVENTHTL,2024,0.0,-54000.0,-553000.0,53942887.0
ADVENZYMES,2025,6365070000.0,1311150000.0,14208630000.0,111926800.0
ADVENZYMES,2024,6234770000.0,1333050000.0,13241280000.0,111926800.0
ADVENZYMES,2023,5403820000.0,1056390000.0,12350690000.0,111926800.0
ADVENZYMES,2022,5289040000.0,1195820000.0,10885930000.0,111926800.0
AEGISLOG,2025,65691109000.0,6633779000.0,46308211000.0,351000000.0
AEGISLOG,2024,70393191000.0,5691992000.0,38943514000.0,351000000.0
AEGISLOG,2023,86221515000.0,4629540000.0,35323401000.0,351000000.0
AEGISLOG,2022,46243545000.0,3575229000.0,21797987000.0,351000000.0
AEGISVOPAK,2024,5617610000.0,865440000.0,9970650000.0,1107991489.0
AEGISVOPAK,2023,3533320000.0,-750000.0,9529910000.0,1107991489.0
AEGISVOPAK,2022,0.0,-10920000.0,17890000.0,1107991489.0
AEPL,2025,723477000.0,75598000.0,859594000.0,
AEPL,2024,413592000.0,38996000.0,784987000.0,
AEPL,2023,582176000.0,62764000.0,756169000.0,
AEPL,2022,343295000.0,-120208000.0,693310000.0,
AEQUS,2025,8979630000.0,-1024190000.0,7169190000.0,654854135.0
AEQUS,2024,9411920000.0,-87410000.0,4094450000.0,654854135.0
AEQUS,2023,7914720000.0,-980570000.0,2786080000.0,654854135.0
AEROENTER,2025,5785377000.0,531200000.0,7007219000.0,113085000.0
AEROENTER,2024,5006228000.0,2579161000.0,6483206000.0,113085000.0
AEROENTER,2023,4648117000.0,428016000.0,2613604000.0,113085000.0
AEROENTER,2022,3376238000.0,355438000.0,2029438000.0,113085000.0
AEROFLEX,2025,3665869000.0,525076000.0,3424162000.0,132330768.0
AEROFLEX,2024,3115912000.0,417340000.0,2931498000.0,132330768.0
AEROFLEX,2023,2627197000.0,301521000.0,1140931000.0,132330768.0
AEROFLEX,2022,2329870000.0,275060000.0,862230000.0,132330768.0
AERONEU,2025,1292353000.0,2022000.0,841400000.0,25796000.0
AERONEU,2024,1091886000.0,7969000.0,839915000.0,25796000.0
AERONEU,2023,953992000.0,34152000.0,846348000.0,25796000.0
AERONEU,2022,805114000.0,42033000.0,240465000.0,25796000.0
AETHER,2025,8386900000.0,1584180000.0,22258850000.0,132679824.0
AETHER,2024,5981730000.0,824900000.0,20633200000.0,132679824.0
AETHER,2023,6510740000.0,1304150000.0,12446060000.0,132679824.0
AETHER,2022,5900480000.0,1089290000.0,3868890000.0,132679824.0
AFCONS,2025,125037600000.0,4868100000.0,52605200000.0,367784631.0
AFCONS,2024,131943700000.0,4497600000.0,35959500000.0,367784631.0
AFCONS,2023,125393150000.0,4108700000.0,27257180000.0,367784631.0
AFCONS,2022,109434630000.0,3563550000.0,22620800000.0,367784631.0
AFFLE,2025,22654990000.0,3818690000.0,29464570000.0,140602942.0
AFFLE,2024,18420780000.0,2972690000.0,24980400000.0,140602942.0
AFFLE,2023,14334440000.0,2445890000.0,14650510000.0,140602942.0
AFFLE,2022,10816560000.0,2138780000.0,11781150000.0,140602942.0
AFFORDABLE,2025,1621692000.0,-116488000.0,1007464000.0,11246266.0
AFFORDABLE,2024,1627336000.0,64275000.0,1126061000.0,11246266.0
AFFORDABLE,2023,1136250000.0,21613000.0,594604000.0,11246266.0
AFFORDABLE,2022,807161000.0,23692000.0,532644000.0,11246266.0
AFIL,2025,979082000.0,332319000.0,3822068000.0,426749960.0
AFIL,2024,711444000.0,185292000.0,2232387000.0,426749960.0
AFIL,2023,649138000.0,145186000.0,2047103000.0,426749960.0
AFIL,2022,668375000.0,41207000.0,1368444000.0,426749960.0
AFSL,2025,32654646000.0,1085106000.0,10740602000.0,50658840.0
AFSL,2024,13370532000.0,892434000.0,9308291000.0,50658840.0
AFSL,2023,11303691000.0,702937000.0,8268796000.0,50658840.0
AFSL,2022,5842566000.0,618404000.0,6311348000.0,50658840.0
AGARIND,2025,23989270000.0,1156865000.0,6270948000.0,14957789.0
AGARIND,2024,21252993000.0,1092197000.0,5110181000.0,14957789.0
AGARIND,2023,20150143000.0,922579000.0,4037098000.0,14957789.0
AGARIND,2022,15982437000.0,636889000.0,2945617000.0,14957789.0
AGARWALEYE,2025,17046100000.0,834600000.0,18665900000.0,316807506.0
AGARWALEYE,2024,13276700000.0,830600000.0,13393800000.0,316807506.0
AGARWALEYE,2023,10164820000.0,940970000.0,6295570000.0,316807506.0
AGARWALEYE,2022,6952650000.0,376940000.0,2123770000.0,316807506.0
AGI,2025,25288220000.0,3224106000.0,20977259000.0,64697381.0
AGI,2024,24000656000.0,2513280000.0,18146132000.0,64697381.0
AGI,2023,22564799000.0,2487885000.0,16065838000.0,64697381.0
AGI,2022,14120690000.0,1165227000.0,13920820000.0,64697381.0
AGIIL,2025,3248732000.0,666642000.0,2947980000.0,124997388.0
AGIIL,2024,2923270000.0,520949000.0,2246482000.0,124997388.0
AGIIL,2023,2411065000.0,481140000.0,1724193000.0,124997388.0
AGIIL,2022,1974548000.0,364208000.0,1258420000.0,124997388.0
AGRITECH,2025,1802000.0,-11126000.0,1001390000.0,5940000.0
AGRITECH,2024,1552000.0,97422000.0,1012454000.0,5940000.0
AGRITECH,2023,2332000.0,-3885000.0,915126000.0,5940000.0
AGRITECH,2022,2845000.0,-5826000.0,918933000.0,5940000.0
AGROPHOS,2024,655445000.0,-76778000.0,601616000.0,20274115.0
AGROPHOS,2023,718212000.0,50036000.0,520470000.0,20274115.0
AGROPHOS,2022,609906000.0,58311000.0,469689000.0,20274115.0
AGSTRA,2024,14706340000.0,-800880000.0,4616610000.0,128106004.0
AGSTRA,2023,16712730000.0,369620000.0,5350580000.0,128106004.0
AGSTRA,2022,17718720000.0,-824680000.0,4817680000.0,128106004.0
AHCL,2025,1202866000.0,205179000.0,804217000.0,53151500.0
AHCL,2024,665837000.0,96571000.0,210314000.0,53151500.0
AHCL,2023,1128774000.0,58200000.0,73742000.0,53151500.0
AHCL,2022,571427000.0,-1077000.0,15542000.0,53151500.0
AHLADA,2025,1319951000.0,37056000.0,1391440000.0,12921000.0
AHLADA,2024,2595169000.0,136487000.0,1375058000.0,12921000.0
AHLADA,2023,1630271000.0,50941000.0,1256660000.0,12921000.0
AHLADA,2022,1312625000.0,51826000.0,1223808000.0,12921000.0
AHLEAST,2025,1119384000.0,175203000.0,2435690000.0,17291696.0
AHLEAST,2024,1078082000.0,317072000.0,2302871000.0,17291696.0
AHLEAST,2023,924762000.0,238599000.0,2029147000.0,17291696.0
AHLEAST,2022,509391000.0,-40310000.0,6867052000.0,17291696.0
AHLUCONT,2025,40986231000.0,2020813000.0,17984474000.0,66987560.0
AHLUCONT,2024,38552977000.0,3748260000.0,15999453000.0,66987560.0
AHLUCONT,2023,28050878000.0,1939768000.0,12283318000.0,66987560.0
AHLUCONT,2022,26711006000.0,1552166000.0,10351854000.0,66987560.0
AHLWEST,2025,4105091000.0,397974000.0,-780083000.0,11651210.0
AHLWEST,2024,3997405000.0,55058000.0,-1175871000.0,11651210.0
AHLWEST,2023,3189106000.0,324386000.0,-1230553000.0,11651210.0
AHLWEST,2022,1483679000.0,-1175011000.0,-1552162000.0,11651210.0
AIAENG,2025,42376384000.0,10607360000.0,69269984000.0,93320370.0
AIAENG,2024,47834889000.0,11355733000.0,66577419000.0,93320370.0
AIAENG,2023,48517916000.0,10559289000.0,56913260000.0,93320370.0
AIAENG,2022,35231634000.0,6196809000.0,47549601000.0,93320370.0
AIIL,2025,28448800000.0,42414100000.0,146893400000.0,849225500.0
AIIL,2024,22393900000.0,42848300000.0,103451000000.0,849225500.0
AIIL,2023,4312400000.0,43040300000.0,34164200000.0,849225500.0
AIIL,2022,8928665000.0,6687378000.0,31213092000.0,849225500.0
AIRAN,2025,1064984000.0,184755000.0,1443069000.0,125020000.0
AIRAN,2024,1054966000.0,125466000.0,1260268000.0,125020000.0
AIRAN,2023,973853000.0,103586000.0,1137358000.0,125020000.0
AIRAN,2022,872822000.0,96147000.0,1035493000.0,125020000.0
AIROLAM,2025,2135181000.0,27032000.0,733100000.0,15002000.0
AIROLAM,2024,2059245000.0,78427000.0,704687000.0,15002000.0
AIROLAM,2023,1994603000.0,73954000.0,640133000.0,15002000.0
AIROLAM,2022,1688969418.0,64871536.0,561873891.0,15002000.0
AJANTPHARM,2025,45875100000.0,9203900000.0,37902900000.0,124935624.0
AJANTPHARM,2024,41615900000.0,8161700000.0,35673700000.0,124935624.0
AJANTPHARM,2023,37075200000.0,5879800000.0,33879900000.0,124935624.0
AJANTPHARM,2022,32841300000.0,7126800000.0,32643500000.0,124935624.0
AJAXENGG,2025,20717980000.0,2600960000.0,11571370000.0,114406800.0
AJAXENGG,2024,17395790000.0,2251490000.0,9179590000.0,114406800.0
AJAXENGG,2023,11497680000.0,1359040000.0,7138000000.0,114406800.0
AJAXENGG,2022,7619640000.0,662080000.0,5782740000.0,114406800.0
AJMERA,2025,7379549000.0,1259420000.0,12065137000.0,196795650.0
AJMERA,2024,6999623000.0,1028470000.0,8656969000.0,196795650.0
AJMERA,2023,4311045000.0,714997000.0,7736702000.0,196795650.0
AJMERA,2022,4826834000.0,453857000.0,7098905000.0,196795650.0
AJOONI,2025,1146919000.0,33720000.0,880788000.0,172243598.0
AJOONI,2024,801146000.0,21612000.0,427085000.0,172243598.0
AJOONI,2023,744877000.0,11247000.0,416693000.0,172243598.0
AJOONI,2022,740378000.0,10488000.0,163824000.0,172243598.0
AKASH,2025,576311000.0,8909000.0,846650000.0,16862534.0
AKASH,2024,595231000.0,2255000.0,837970000.0,16862534.0
AKASH,2023,617802000.0,13795000.0,835274000.0,16862534.0
AKASH,2022,721227000.0,23235000.0,822517000.0,16862534.0
AKG,2025,1326906000.0,8582000.0,529066000.0,31776576.0
AKG,2024,1835928000.0,16059000.0,525751000.0,31776576.0
AKG,2023,2211451000.0,25711000.0,510905000.0,31776576.0
AKG,2022,1863403000.0,19390000.0,231046000.0,31776576.0
AKI,2025,780271000.0,16778000.0,651369000.0,103205956.0
AKI,2024,695485000.0,13671000.0,597141000.0,103205956.0
AKI,2023,702623000.0,11555000.0,149883000.0,103205956.0
AKI,2022,609394000.0,16463000.0,140622000.0,103205956.0
AKSHAR,2025,1167691000.0,-44481000.0,882116000.0,787468500.0
AKSHAR,2024,1749551000.0,34551000.0,438834000.0,787468500.0
AKSHAR,2023,1365554000.0,-27643000.0,406415000.0,787468500.0
AKSHAR,2022,1725194000.0,70236000.0,432336000.0,787468500.0
AKSHARCHEM,2025,3462652000.0,47704000.0,2637112000.0,8033099.0
AKSHARCHEM,2024,3020470000.0,-186773000.0,2591859000.0,8033099.0
AKSHARCHEM,2023,3246087000.0,-9421000.0,2783644000.0,8033099.0
AKSHARCHEM,2022,3682191000.0,159148000.0,2797192000.0,8033099.0
AKSHOPTFBR,2025,1301819000.0,-259666000.0,116043000.0,162697971.0
AKSHOPTFBR,2024,2182824000.0,-713052000.0,404701000.0,162697971.0
AKSHOPTFBR,2023,2838835000.0,-135768000.0,754608000.0,162697971.0
AKSHOPTFBR,2022,3105292000.0,-4153000.0,1035711000.0,162697971.0
AKUMS,2025,40710930000.0,3381760000.0,30470140000.0,153102058.0
AKUMS,2024,40196820000.0,-40350000.0,7094980000.0,153102058.0
AKUMS,2023,34747640000.0,948550000.0,7171890000.0,153102058.0
AKUMS,2022,36468340000.0,-2525360000.0,6219760000.0,153102058.0
AKZOINDIA,2025,40648000000.0,4295000000.0,13302000000.0,45540314.0
AKZOINDIA,2024,39367000000.0,4266000000.0,13299000000.0,45540314.0
AKZOINDIA,2023,37768000000.0,3351000000.0,13163000000.0,45540314.0
AKZOINDIA,2022,31087000000.0,2901000000.0,12595000000.0,45540314.0
ALANKIT,2025,3010058000.0,198570000.0,2967193000.0,271158100.0
ALANKIT,2024,2356869000.0,215588000.0,2762104000.0,271158100.0
ALANKIT,2023,3116883000.0,-337370000.0,1610050000.0,271158100.0
ALANKIT,2022,1281484000.0,23565000.0,1332309000.0,271158100.0
ALBERTDAVD,2025,3432465000.0,172008000.0,3924834000.0,5707162.0
ALBERTDAVD,2024,3602625000.0,754201000.0,3829810000.0,5707162.0
ALBERTDAVD,2023,3400087000.0,361749000.0,3115728000.0,5707162.0
ALBERTDAVD,2022,3124268000.0,352583000.0,2794711000.0,5707162.0
ALEMBICLTD,2025,2111813000.0,3106768000.0,23385908000.0,256781828.0
ALEMBICLTD,2024,1471222000.0,2686191000.0,21855645000.0,256781828.0
