Symbol,Year,Revenue,NetIncome,Equity,Shares
INDOTECH,2022,2777451000.0,121895000.0,1451220000.0,10620000.0
INDOTHAI,2025,149155000.0,82454000.0,1792905000.0,128018190.0
INDOTHAI,2024,239677000.0,159797000.0,729880000.0,128018190.0
INDOTHAI,2023,55823000.0,-64838000.0,585425000.0,128018190.0
INDOTHAI,2022,50555000.0,99281000.0,642564000.0,128018190.0
INDOUS,2025,1038384012.0,162674252.0,785184751.0,20052000.0
INDOUS,2024,728362968.0,82405520.0,627471898.0,20052000.0
INDOUS,2023,617447518.0,72403580.0,544958082.0,20052000.0
INDOUS,2022,500586025.0,50632540.0,385068009.0,20052000.0
INDOWIND,2025,335125000.0,12662000.0,2789059000.0,161002170.0
INDOWIND,2024,388091000.0,72689000.0,2371642000.0,161002170.0
INDOWIND,2023,339559000.0,-192594000.0,2301050000.0,161002170.0
INDOWIND,2022,245556000.0,1274000.0,2303326000.0,161002170.0
INDRAMEDCO,2025,13069500000.0,1609900000.0,5966800000.0,91673000.0
INDRAMEDCO,2024,12040600000.0,1239600000.0,4777600000.0,91673000.0
INDRAMEDCO,2023,10649500000.0,861500000.0,3794500000.0,91673000.0
INDRAMEDCO,2022,8621400000.0,586200000.0,3254400000.0,91673000.0
INDSWFTLAB,2025,5617125000.0,2504766000.0,11729997000.0,86711558.0
INDSWFTLAB,2024,17091499000.0,5387502000.0,8120840000.0,86711558.0
INDSWFTLAB,2023,12073100000.0,475966000.0,6819307000.0,86711558.0
INDSWFTLAB,2022,10387336000.0,-21490000.0,6009723000.0,86711558.0
INDTERRAIN,2025,3406000000.0,-426600000.0,1828200000.0,50668427.0
INDTERRAIN,2024,4560100000.0,-149300000.0,1968800000.0,50668427.0
INDTERRAIN,2023,5008000000.0,70900000.0,2115400000.0,50668427.0
INDTERRAIN,2022,3363000000.0,-22000000.0,1965300000.0,50668427.0
INDUSINDBK,2025,264968474000.0,25755400000.0,648356868000.0,779106092.0
INDUSINDBK,2024,294653778000.0,89773000000.0,632075634000.0,779106092.0
INDUSINDBK,2023,254676829000.0,74434978000.0,550046134000.0,779106092.0
INDUSINDBK,2022,220432085000.0,48050380000.0,480263842000.0,779106092.0
INDUSTOWER,2025,301228000000.0,99317000000.0,324983000000.0,2637153391.0
INDUSTOWER,2024,286006000000.0,60362000000.0,270388000000.0,2637153391.0
INDUSTOWER,2023,283818000000.0,20400000000.0,211095000000.0,2637153391.0
INDUSTOWER,2022,277172000000.0,63731000000.0,221505000000.0,2637153391.0
INFOBEAN,2025,3947800000.0,379700000.0,3322300000.0,96959440.0
INFOBEAN,2024,3685200000.0,224700000.0,2957900000.0,96959440.0
INFOBEAN,2023,3853200000.0,359600000.0,2715400000.0,96959440.0
INFOBEAN,2022,2714100000.0,549800000.0,2317700000.0,96959440.0
INFOMEDIA,2025,0.0,-29157000.0,-582177000.0,50194172.0
INFOMEDIA,2024,0.0,-28048000.0,-544847000.0,50194172.0
INFOMEDIA,2023,0.0,-24623000.0,-506109000.0,50194172.0
INFOMEDIA,2022,0.0,-23484000.0,-471468000.0,50194172.0
INFY,2025,19277000000.0,3158000000.0,11205000000.0,4046638943.0
INFY,2024,18562000000.0,3167000000.0,10559000000.0,4046638943.0
INFY,2023,18212000000.0,2981000000.0,9172000000.0,4046638943.0
INFY,2022,16311000000.0,2963000000.0,9941000000.0,4046638943.0
INGERRAND,2025,13180448000.0,2675224000.0,6093405000.0,31568000.0
INGERRAND,2024,11796593000.0,2223871000.0,5802720000.0,31568000.0
INGERRAND,2023,11307824000.0,1826380000.0,5780332000.0,31568000.0
INGERRAND,2022,8969054000.0,1101443000.0,5518864000.0,31568000.0
INNOVACAP,2025,12344230000.0,1282580000.0,9594170000.0,57224929.0
INNOVACAP,2024,10769590000.0,943450000.0,8308940000.0,57224929.0
INNOVACAP,2023,9253980000.0,679540000.0,2765060000.0,57224929.0
INNOVACAP,2022,7997740000.0,639530000.0,2086060000.0,57224929.0
INNOVANA,2025,1034797000.0,441403000.0,2054504000.0,20660000.0
INNOVANA,2024,1008055000.0,409568000.0,1633120000.0,20660000.0
INNOVANA,2023,791855000.0,269010000.0,1112043000.0,20660000.0
INNOVANA,2022,575830950.0,207865870.0,861301560.0,20660000.0
INNOVISION,2025,8931310000.0,293320000.0,822850000.0,23813294.0
INNOVISION,2024,5103260000.0,103720000.0,524480000.0,23813294.0
INNOVISION,2023,2555650000.0,88810000.0,402550000.0,23813294.0
INOXGREEN,2025,2286661000.0,172356000.0,19671412000.0,401492045.0
INOXGREEN,2024,1923544000.0,300343000.0,13450282000.0,401492045.0
INOXGREEN,2023,1975755000.0,-454564000.0,10856355000.0,401492045.0
INOXGREEN,2022,1577328000.0,-49510000.0,8066246000.0,401492045.0
INOXINDIA,2025,12798281000.0,2260286000.0,8736926000.0,90763500.0
INOXINDIA,2024,11060295000.0,1960013000.0,6490677000.0,90763500.0
INOXINDIA,2023,9385748000.0,1547381000.0,5494828000.0,90763500.0
INOXINDIA,2022,7580440000.0,1304980000.0,5022840000.0,90763500.0
INOXWIND,2025,35071075000.0,4456475000.0,50467440000.0,1728237822.0
INOXWIND,2024,16594531000.0,-335217000.0,28084161000.0,1728237822.0
INOXWIND,2023,7307814000.0,-6512854000.0,17130583000.0,1728237822.0
INOXWIND,2022,6246200000.0,-4802000000.0,18284950000.0,1728237822.0
INSECTICID,2025,19943348000.0,1420186000.0,10845941000.0,29097837.0
INSECTICID,2024,19563839000.0,1020745000.0,10117167000.0,29097837.0
INSECTICID,2023,17973018000.0,632112000.0,9182897000.0,29097837.0
INSECTICID,2022,14982422000.0,1074282000.0,8696112000.0,29097837.0
INSPIRISYS,2025,3878500000.0,264300000.0,585300000.0,39616873.0
INSPIRISYS,2024,4901600000.0,163700000.0,292900000.0,39616873.0
INSPIRISYS,2023,3702200000.0,163500000.0,-83700000.0,39616873.0
INSPIRISYS,2022,3414800000.0,-133400000.0,7900000.0,39616873.0
INTELLECT,2025,25000040000.0,3327720000.0,27858310000.0,138734732.0
INTELLECT,2024,25064430000.0,3211880000.0,24388530000.0,138734732.0
INTELLECT,2023,22312520000.0,2672270000.0,20577040000.0,138734732.0
INTELLECT,2022,18781860000.0,3490820000.0,18087470000.0,138734732.0
INTENTECH,2025,1497964000.0,163231000.0,1412198000.0,23376353.0
INTENTECH,2024,1144873000.0,156363000.0,1289294000.0,23376353.0
INTENTECH,2023,905967000.0,137488000.0,1125397000.0,23376353.0
INTENTECH,2022,829999000.0,190716000.0,972482000.0,23376353.0
INTERARCH,2025,14360841000.0,1078289000.0,7514193000.0,16771853.0
INTERARCH,2024,12760831000.0,862620000.0,4446246000.0,16771853.0
INTERARCH,2023,11065710000.0,814630000.0,3992790000.0,16771853.0
INTERARCH,2022,8150980000.0,171330000.0,3183190000.0,16771853.0
INTLCONV,2025,1512628000.0,917048000.0,3618000000.0,63781000.0
INTLCONV,2024,1335153000.0,623930000.0,2729536000.0,63781000.0
INTLCONV,2023,2143413000.0,287252000.0,2149793000.0,63781000.0
INTLCONV,2022,2006571000.0,161776000.0,2162807000.0,63781000.0
INVENTURE,2025,442837000.0,20696000.0,2726743000.0,1050000000.0
INVENTURE,2024,511971000.0,119745000.0,2215560000.0,1050000000.0
INVENTURE,2023,292765000.0,92625000.0,2087639000.0,1050000000.0
INVENTURE,2022,375795000.0,139529000.0,1994497000.0,1050000000.0
IOB,2025,165040363000.0,33955037000.0,322333481000.0,19256589795.0
IOB,2024,155022553000.0,26656601000.0,275614491000.0,19256589795.0
IOB,2023,123755456000.0,21039896000.0,248760396000.0,19256589795.0
IOB,2022,112204886000.0,17092745000.0,225977516000.0,19256589795.0
IOC,2025,7545679400000.0,135978400000.0,1864873200000.0,14121238383.0
IOC,2024,7728420600000.0,417296900000.0,1834162700000.0,14121238383.0
IOC,2023,8275473300000.0,97921200000.0,1397202400000.0,14121238383.0
IOC,2022,5860328500000.0,251022300000.0,1335351800000.0,14121238383.0
IOLCP,2025,20681900000.0,1010700000.0,16876600000.0,293527510.0
IOLCP,2024,21189600000.0,1344300000.0,16115100000.0,293527510.0
IOLCP,2023,22016900000.0,1391400000.0,15077200000.0,293527510.0
IOLCP,2022,21683700000.0,1676700000.0,13924800000.0,293527510.0
IONEXCHANG,2025,27159979000.0,2078166000.0,12078748000.0,122930450.0
IONEXCHANG,2024,23378702000.0,1960182000.0,10179067000.0,122930450.0
IONEXCHANG,2023,19785984000.0,1967418000.0,8334911000.0,122930450.0
IONEXCHANG,2022,15650127000.0,1627746000.0,6556609000.0,122930450.0
IPCALAB,2025,88546000000.0,7376800000.0,69484500000.0,253704218.0
IPCALAB,2024,76224100000.0,5473500000.0,63321900000.0,253704218.0
IPCALAB,2023,62068500000.0,4713200000.0,58420200000.0,253704218.0
IPCALAB,2022,57664600000.0,8840800000.0,54638100000.0,253704218.0
IPL,2025,8267700000.0,821800000.0,8984000000.0,115163508.0
IPL,2024,6785500000.0,601700000.0,8249100000.0,115163508.0
IPL,2023,8818500000.0,1432400000.0,7731700000.0,115163508.0
IPL,2022,7091660000.0,1579520000.0,6379230000.0,115163508.0
IRB,2025,70518040000.0,64806840000.0,198265790000.0,12078000000.0
IRB,2024,73624540000.0,6058160000.0,137445050000.0,12078000000.0
IRB,2023,63246440000.0,7200110000.0,133788990000.0,12078000000.0
IRB,2022,56891120000.0,3613970000.0,125656410000.0,12078000000.0
IRCON,2025,105398000000.0,7274100000.0,63263500000.0,940515740.0
IRCON,2024,123011000000.0,9295700000.0,58709200000.0,940515740.0
IRCON,2023,103472800000.0,7652300000.0,52114900000.0,940515740.0
IRCON,2022,73574500000.0,5923400000.0,46656200000.0,940515740.0
IRCTC,2025,46742742000.0,13149023000.0,36633649000.0,800000000.0
IRCTC,2024,42597961000.0,11110773000.0,32297884000.0,800000000.0
IRCTC,2023,35407641000.0,10058811000.0,24784041000.0,800000000.0
IRCTC,2022,18782402000.0,6595529000.0,18703136000.0,800000000.0
IREDA,2025,66186200000.0,16983400000.0,102665400000.0,2809231268.0
IREDA,2024,48381000000.0,12522400000.0,85594200000.0,2809231268.0
IREDA,2023,33428679000.0,8646283000.0,59351694000.0,2809231268.0
IREDA,2022,27796810000.0,6335280000.0,52681140000.0,2809231268.0
IRFC,2025,270645500000.0,65020000000.0,526678500000.0,13068506000.0
IRFC,2024,265304200000.0,64121100000.0,491785700000.0,13068506000.0
IRFC,2023,236506980000.0,61671560000.0,446801810000.0,13068506000.0
IRFC,2022,202802790000.0,60898360000.0,403760610000.0,13068506000.0
IRIS,2025,1259678000.0,130264000.0,756892000.0,20568247.0
IRIS,2024,1022966000.0,86935000.0,409561000.0,20568247.0
IRIS,2023,735712000.0,42720000.0,315414000.0,20568247.0
IRIS,2022,612723000.0,9980000.0,272619000.0,20568247.0
IRISDOREME,2025,1453400000.0,131223000.0,822839000.0,170678410.0
IRISDOREME,2024,1210628000.0,122119000.0,691616000.0,170678410.0
IRISDOREME,2023,1125699000.0,82589000.0,569497000.0,170678410.0
IRISDOREME,2022,1109314000.0,101470000.0,486907000.0,170678410.0
IRMENERGY,2025,9718510000.0,452040000.0,9404870000.0,41059677.0
IRMENERGY,2024,8897130000.0,856670000.0,9106560000.0,41059677.0
IRMENERGY,2023,9793720000.0,631460000.0,3253170000.0,41059677.0
IRMENERGY,2022,5062780000.0,1280280000.0,2226150000.0,41059677.0
ISFT,2025,5071937000.0,126850000.0,2284948000.0,16311678.0
ISFT,2024,4854654000.0,98000000.0,2113600000.0,16311678.0
ISFT,2023,4569404000.0,84120000.0,1785141000.0,16311678.0
ISFT,2022,4216601000.0,128228000.0,1666489000.0,16311678.0
ISGEC,2025,63697844000.0,3409725000.0,27387741000.0,73529510.0
ISGEC,2024,61659677000.0,2731581000.0,25225628000.0,73529510.0
ISGEC,2023,63055585000.0,1964905000.0,23043161000.0,73529510.0
ISGEC,2022,54993400000.0,1088200000.0,21209290000.0,73529510.0
ISHANCH,2025,1014696000.0,10850000.0,1038685000.0,27304397.0
ISHANCH,2024,766689000.0,1173000.0,1028109000.0,27304397.0
ISHANCH,2023,647081000.0,-12018000.0,1027705000.0,27304397.0
ISHANCH,2022,874049000.0,101107000.0,856388000.0,27304397.0
ITC,2025,746533200000.0,197306200000.0,700300500000.0,12529468231.0
ITC,2024,673910400000.0,198982400000.0,745070000000.0,12529468231.0
ITC,2023,702452200000.0,191916600000.0,691552600000.0,12529468231.0
ITC,2022,600813600000.0,152426600000.0,624555700000.0,12529468231.0
ITCHOTELS,2025,35258600000.0,6345700000.0,106921700000.0,2082976309.0
ITDC,2025,5703973000.0,813516000.0,3637839000.0,85769400.0
ITDC,2024,5044238000.0,654845000.0,3059405000.0,85769400.0
ITDC,2023,4608200000.0,552552000.0,3380021000.0,85769400.0
ITDC,2022,2943241000.0,44761000.0,2833173000.0,85769400.0
ITI,2025,36164200000.0,-2148900000.0,16245800000.0,962851967.0
ITI,2024,12636300000.0,-5689200000.0,17843767000.0,962851967.0
ITI,2023,13954253000.0,-3598537000.0,23744674000.0,962851967.0
ITI,2022,18607313000.0,1187115000.0,26079774000.0,962851967.0
IVALUE,2025,9226800000.0,855790000.0,4625620000.0,54630380.0
IVALUE,2024,7802300000.0,710280000.0,3704360000.0,54630380.0
IVALUE,2023,7968250000.0,599910000.0,2994250000.0,54630380.0
IVALUE,2022,5010640000.0,372330000.0,1109610000.0,54630380.0
IVC,2025,290757000.0,131464000.0,2051220000.0,314032740.0
IVC,2024,519239000.0,101095000.0,2023917000.0,314032740.0
IVC,2023,644457000.0,119780000.0,2164176000.0,314032740.0
IVC,2022,416542000.0,77898000.0,2107248000.0,314032740.0
IVP,2025,5383200000.0,113100000.0,1393300000.0,10326263.0
IVP,2024,5452600000.0,122800000.0,1296200000.0,10326263.0
IVP,2023,6595700000.0,280200000.0,1186800000.0,10326263.0
IVP,2022,5556400000.0,176300000.0,917100000.0,10326263.0
IXIGO,2025,9142460000.0,601820000.0,6336220000.0,438183527.0
IXIGO,2024,6558730000.0,757970000.0,4460010000.0,438183527.0
IXIGO,2023,5012500000.0,216380000.0,3737640000.0,438183527.0
IXIGO,2022,3795800000.0,-243820000.0,3426860000.0,438183527.0
IZMO,2025,2246101000.0,488803000.0,3591472000.0,14962576.0
IZMO,2024,1867483000.0,260506000.0,3064525000.0,14962576.0
IZMO,2023,1538270000.0,200164000.0,2729104000.0,14962576.0
IZMO,2022,1324311806.0,160378281.0,2523106394.0,14962576.0
J&KBANK,2025,70360383000.0,20817862000.0,142083107000.0,1101182463.0
J&KBANK,2024,59659983000.0,17712245000.0,121927260000.0,1101182463.0
J&KBANK,2023,54263786000.0,11805170000.0,98963252000.0,1101182463.0
J&KBANK,2022,46650400000.0,4948500000.0,80771162000.0,1101182463.0
JAGRAN,2025,18554093000.0,1309269000.0,19471271000.0,217654272.0
JAGRAN,2024,18977106000.0,1837371000.0,19281729000.0,217654272.0
JAGRAN,2023,18215542000.0,1998401000.0,17472990000.0,217654272.0
JAGRAN,2022,16159511000.0,2224772000.0,21374244000.0,217654272.0
JAGSNPHARM,2025,2687160000.0,553611000.0,2399500000.0,66962250.0
JAGSNPHARM,2024,2087020000.0,224630000.0,1874020000.0,66962250.0
JAGSNPHARM,2023,2367140000.0,267210000.0,1588900000.0,66962250.0
JAGSNPHARM,2022,2175840000.0,188550000.0,1327590000.0,66962250.0
JAIBALAJI,2025,63508000000.0,5578800000.0,21248400000.0,912251430.0
JAIBALAJI,2024,62888700000.0,8795600000.0,15041200000.0,912251430.0
JAIBALAJI,2023,60383100000.0,578244000.0,5560775000.0,912251430.0
JAIBALAJI,2022,45977072000.0,480655000.0,-16628365000.0,912251430.0
JAICORPLTD,2025,5176956000.0,668961000.0,14055551000.0,175504995.0
JAICORPLTD,2024,4629953000.0,528998000.0,14861402000.0,175504995.0
JAICORPLTD,2023,5943262000.0,-135930000.0,14318207000.0,175504995.0
JAICORPLTD,2022,7200871000.0,515828000.0,14506499000.0,175504995.0
JAINREC,2025,70653460000.0,2243360000.0,7260650000.0,345085814.0
JAINREC,2024,44139670000.0,1638270000.0,3691600000.0,345085814.0
JAINREC,2023,30602410000.0,918190000.0,1990880000.0,345085814.0
JAINREC,2022,28320280000.0,868000000.0,1072750000.0,345085814.0
JAIPURKURT,2025,696413000.0,37109000.0,522749000.0,17261606.0
JAIPURKURT,2024,451132000.0,5555000.0,298670000.0,17261606.0
JAIPURKURT,2023,488819000.0,1098000.0,289927000.0,17261606.0
JAIPURKURT,2022,626788000.0,4978000.0,157930000.0,17261606.0
JAMNAAUTO,2025,22239518000.0,1803195000.0,9931652000.0,399786635.0
JAMNAAUTO,2024,23717633000.0,2054144000.0,9031837000.0,399786635.0
JAMNAAUTO,2023,22718712000.0,1683678000.0,7842734000.0,399786635.0
JAMNAAUTO,2022,16823496000.0,1408042000.0,6846807000.0,399786635.0
JARO,2025,2522630000.0,516660000.0,1715470000.0,22178691.0
JARO,2024,1990450000.0,380230000.0,1174320000.0,22178691.0
JARO,2023,1221450000.0,114220000.0,778450000.0,22178691.0
JARO,2022,846080000.0,331800000.0,626030000.0,22178691.0
JASH,2025,7252170000.0,876952000.0,4330140000.0,63193720.0
JASH,2024,5083512000.0,667692000.0,3512106000.0,63193720.0
JASH,2023,3949516000.0,517012000.0,2387254000.0,63193720.0
JASH,2022,3567592000.0,321782000.0,1866694000.0,63193720.0
JAYAGROGN,2025,24972019000.0,549138000.0,5768657000.0,30000000.0
JAYAGROGN,2024,21181761000.0,513440000.0,5420107000.0,30000000.0
JAYAGROGN,2023,27412196000.0,493461000.0,5073080000.0,30000000.0
JAYAGROGN,2022,25449121000.0,885815000.0,4663690000.0,30000000.0
JAYBARMARU,2025,21044807000.0,329127000.0,5626167000.0,108250000.0
JAYBARMARU,2024,21118579000.0,322124000.0,5386996000.0,108250000.0
JAYBARMARU,2023,21461463000.0,379042000.0,5080917000.0,108250000.0
JAYBARMARU,2022,19202971000.0,281448000.0,4742715000.0,108250000.0
JAYKAY,2025,806398000.0,70162000.0,4588594000.0,130287066.0
JAYKAY,2024,526619000.0,85946000.0,1792213000.0,130287066.0
JAYKAY,2023,469553000.0,70839000.0,1459554000.0,130287066.0
JAYKAY,2022,107015000.0,170026000.0,1173234000.0,130287066.0
JAYNECOIND,2025,59849517000.0,1126786000.0,23755695000.0,970998244.0
JAYNECOIND,2024,59260652000.0,2099828000.0,22632917000.0,970998244.0
JAYNECOIND,2023,63319874000.0,2268737000.0,20578163000.0,970998244.0
JAYNECOIND,2022,59550478000.0,22472856000.0,18333932000.0,970998244.0
JAYSREETEA,2025,8098052000.0,781306000.0,4191018000.0,28877488.0
JAYSREETEA,2024,7047951000.0,142030000.0,2907391000.0,28877488.0
JAYSREETEA,2023,8125900000.0,-447200000.0,2214285000.0,28877488.0
JAYSREETEA,2022,6502126000.0,237642000.0,2747262000.0,28877488.0
JBCHEPHARM,2025,38620423000.0,6595818000.0,34333151000.0,160558706.0
JBCHEPHARM,2024,34476710000.0,5526278000.0,29233293000.0,160558706.0
JBCHEPHARM,2023,31165056000.0,4098355000.0,24803522000.0,160558706.0
JBCHEPHARM,2022,24242400000.0,3853600000.0,21341230000.0,160558706.0
JBMA,2025,51959271000.0,2019115000.0,13506432000.0,236494264.0
JBMA,2024,47231860000.0,1788265000.0,11676715000.0,236494264.0
JBMA,2023,35288614000.0,1243834000.0,10297596000.0,236494264.0
JBMA,2022,29461965000.0,1561908000.0,8962139000.0,236494264.0
JETFREIGHT,2025,4437557000.0,37505000.0,644548000.0,46403784.0
JETFREIGHT,2024,4012522000.0,1690000.0,608464000.0,46403784.0
JETFREIGHT,2023,4266433000.0,-4126000.0,640948000.0,46403784.0
JETFREIGHT,2022,4615053000.0,29743000.0,264705000.0,46403784.0
JGCHEM,2025,8476610000.0,640150000.0,4647510000.0,39186063.0
JGCHEM,2024,6676710000.0,308560000.0,3983940000.0,39186063.0
JGCHEM,2023,7845520000.0,549430000.0,2076550000.0,39186063.0
JGCHEM,2022,6120820000.0,400050000.0,1526180000.0,39186063.0
JHS,2025,912638000.0,-197443000.0,1727272000.0,87405767.0
JHS,2024,698058000.0,-40577000.0,1698840000.0,87405767.0
JHS,2023,840824000.0,-175171000.0,1738406000.0,87405767.0
JHS,2022,854914000.0,-40520000.0,1859021000.0,87405767.0
JINDALPHOT,2025,4950000.0,2259447000.0,9682968000.0,10258326.0
JINDALPHOT,2024,174000.0,2655490000.0,22605796000.0,10258326.0
JINDALPHOT,2023,100000.0,1671648000.0,19924681000.0,10258326.0
JINDALPHOT,2022,472000.0,6337142000.0,18247323000.0,10258326.0
JINDALPOLY,2025,52377007000.0,1150105000.0,41182462000.0,43786413.0
JINDALPOLY,2024,38219310000.0,714967000.0,39944543000.0,43786413.0
JINDALPOLY,2023,46327417000.0,3189898000.0,42075091000.0,43786413.0
JINDALPOLY,2022,58612558000.0,11962342000.0,38332446000.0,43786413.0
JINDALSAW,2025,200396241000.0,17383664000.0,114109594000.0,637165587.0
JINDALSAW,2024,200922097000.0,16770326000.0,100933292000.0,637165587.0
JINDALSAW,2023,170929070000.0,6439469000.0,79209176000.0,637165587.0
JINDALSAW,2022,126919977000.0,4117491000.0,73641829000.0,637165587.0
JINDALSTEL,2025,412827800000.0,28121300000.0,471848800000.0,1017488097.0
JINDALSTEL,2024,419230000000.0,59384200000.0,443160100000.0,1017488097.0
JINDALSTEL,2023,663203900000.0,31932100000.0,387065500000.0,1017488097.0
JINDALSTEL,2022,639713500000.0,82483100000.0,356246800000.0,1017488097.0
JINDRILL,2025,8279545000.0,2159014000.0,15882035000.0,28981104.0
JINDRILL,2024,6170061000.0,511407000.0,13622079000.0,28981104.0
JINDRILL,2023,5121729000.0,968849000.0,13092741000.0,28981104.0
JINDRILL,2022,4198588000.0,644658000.0,11941445000.0,28981104.0
JINDWORLD,2025,22689977000.0,758691000.0,7901411000.0,1002602000.0
JINDWORLD,2024,18043224000.0,756479000.0,7190725000.0,1002602000.0
JINDWORLD,2023,20407646000.0,1157167000.0,6499779000.0,1002602000.0
JINDWORLD,2022,25334939000.0,1091976000.0,5356825000.0,1002602000.0
JIOFIN,2025,13473900000.0,16125900000.0,1234964700000.0,6353141623.0
JIOFIN,2024,11706000000.0,16045500000.0,1391476600000.0,6353141623.0
JIOFIN,2023,211900000.0,312500000.0,1141203400000.0,6353141623.0
JIOFIN,2022,15438000.0,16804000.0,222803000.0,6353141623.0
JISLDVREQS,2025,56770440000.0,335340000.0,56201680000.0,19294304.0
JISLDVREQS,2024,60497340000.0,934530000.0,54416290000.0,19294304.0
JISLDVREQS,2023,56645520000.0,-1250140000.0,51811430000.0,19294304.0
JISLDVREQS,2022,46514460000.0,1300990000.0,36559800000.0,19294304.0
JISLJALEQS,2025,56770440000.0,335340000.0,56201680000.0,714206247.0
JISLJALEQS,2024,60497340000.0,934530000.0,54416290000.0,714206247.0
JISLJALEQS,2023,56645520000.0,-1250140000.0,51811430000.0,714206247.0
JISLJALEQS,2022,46514460000.0,1300990000.0,36559800000.0,714206247.0
JITFINFRA,2025,22418392000.0,-1168233000.0,-5107830000.0,25703706.0
JITFINFRA,2024,25143266000.0,-83837000.0,-5554921000.0,25703706.0
JITFINFRA,2023,15791271000.0,-1276632000.0,-8911806000.0,25703706.0
JITFINFRA,2022,12219676000.0,-1438537000.0,-7662215000.0,25703706.0
JKCEMENT,2025,114934100000.0,8611200000.0,60889800000.0,77268251.0
JKCEMENT,2024,112025500000.0,7908300000.0,53671400000.0,77268251.0
JKCEMENT,2023,95037300000.0,4235700000.0,46840000000.0,77268251.0
JKCEMENT,2022,78402394000.0,6871193000.0,43248914000.0,77268251.0
JKIL,2025,56934878000.0,3912072000.0,30076858000.0,75665506.0
JKIL,2024,48792046000.0,3307693000.0,26440929000.0,75665506.0
JKIL,2023,42031434000.0,2743914000.0,23397284000.0,75665506.0
JKIL,2022,35272000000.0,2058765000.0,20866496000.0,75665506.0
JKIPL,2025,3795000000.0,182912000.0,861896000.0,38386000.0
JKIPL,2024,2370822000.0,186445000.0,430694000.0,38386000.0
JKIPL,2023,2298097000.0,101174000.0,245012000.0,38386000.0
JKLAKSHMI,2025,61562400000.0,2768300000.0,35535800000.0,124144426.0
JKLAKSHMI,2024,67879800000.0,4879200000.0,32848000000.0,124144426.0
JKLAKSHMI,2023,64512000000.0,3586200000.0,28038600000.0,124144426.0
JKLAKSHMI,2022,54176300000.0,4635600000.0,25051500000.0,124144426.0
JKPAPER,2025,65761600000.0,4098200000.0,54073000000.0,181318771.0
JKPAPER,2024,65948900000.0,11217700000.0,50695000000.0,181318771.0
JKPAPER,2023,64096600000.0,11957900000.0,40340000000.0,181318771.0
JKPAPER,2022,38777000000.0,5426000000.0,29960400000.0,181318771.0
JKTYRE,2025,145429700000.0,4950400000.0,48503800000.0,288289511.0
JKTYRE,2024,148694200000.0,7862300000.0,44867100000.0,288289511.0
JKTYRE,2023,145200300000.0,2624800000.0,33961600000.0,288289511.0
JKTYRE,2022,118529000000.0,2100200000.0,28483100000.0,288289511.0
JLHL,2025,12557870000.0,1935000000.0,13562420000.0,65566022.0
JLHL,2024,10695000000.0,1766120000.0,11690380000.0,65566022.0
JLHL,2023,8925430000.0,729050000.0,3656850000.0,65566022.0
JLHL,2022,7331230000.0,511280000.0,2935540000.0,65566022.0
JMA,2025,5552660000.0,257474000.0,2487170000.0,22841054.0
JMA,2024,5320890000.0,255966000.0,2275371000.0,22841054.0
JMA,2023,5016913000.0,270123000.0,2049690000.0,22841054.0
JMA,2022,4364932000.0,242384000.0,1821587000.0,22841054.0
JMFINANCIL,2025,27223500000.0,8213100000.0,97278000000.0,956370552.0
JMFINANCIL,2024,26926900000.0,4098400000.0,84905000000.0,956370552.0
JMFINANCIL,2023,20685800000.0,5972900000.0,81362600000.0,956370552.0
JMFINANCIL,2022,26715600000.0,7731600000.0,76862100000.0,956370552.0
JNKINDIA,2025,4766450000.0,302040000.0,5043720000.0,55953915.0
JNKINDIA,2024,4804590000.0,626490000.0,1953560000.0,55953915.0
JNKINDIA,2023,4073020000.0,463620000.0,1221700000.0,55953915.0
JNKINDIA,2022,2963960000.0,359830000.0,721800000.0,55953915.0
JOCIL,2025,8648721000.0,10200000.0,2060815000.0,8881150.0
JOCIL,2024,7525538000.0,17273000.0,2105793000.0,8881150.0
JOCIL,2023,9191092000.0,99954000.0,2063974000.0,8881150.0
JOCIL,2022,7534434000.0,71267000.0,2036465000.0,8881150.0
JPOLYINVST,2025,6699000.0,2958424000.0,15244964000.0,10511929.0
JPOLYINVST,2024,2316000.0,2955738000.0,26523852000.0,10511929.0
JPOLYINVST,2023,30500049000.0,2810886000.0,23569936000.0,10511929.0
JPOLYINVST,2022,18887052000.0,7953979000.0,24558217000.0,10511929.0
JPPOWER,2025,54621600000.0,8135500000.0,84756700000.0,6853458827.0
JPPOWER,2024,67581100000.0,10219500000.0,76621000000.0,6853458827.0
JPPOWER,2023,57792500000.0,554200000.0,66400000000.0,6853458827.0
JPPOWER,2022,45963200000.0,1074800000.0,65838100000.0,6853458827.0
JSFB,2025,30498824000.0,5014187000.0,41183457000.0,105324557.0
JSFB,2024,26248622000.0,6695403000.0,35770988000.0,105324557.0
JSFB,2023,22152196000.0,2559713000.0,15272552000.0,105324557.0
JSFB,2022,16683960000.0,174710000.0,12007000000.0,105324557.0
JSL,2025,391905200000.0,25052000000.0,166879400000.0,823718921.0
JSL,2024,384143000000.0,27132100000.0,143579000000.0,823718921.0
JSL,2023,355740900000.0,21145000000.0,119311800000.0,823718921.0
JSL,2022,323793500000.0,30788200000.0,98230900000.0,823718921.0
JSLL,2025,4690719000.0,907289000.0,2730153000.0,124300730.0
JSLL,2024,3244089000.0,692063000.0,1922479000.0,124300730.0
